// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// Added items :3
//1843,SIDE_WINDER_,Snake Lord's Minon,Snake Lord's Minon,43,4929,0,1996,993,1,240,320,5,10,38,43,40,15,115,20,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1844,G_ISIS_,Snake Lord's Minon,Snake Lord's Minon,47,7003,0,3709,1550,1,423,507,10,35,38,65,43,50,66,15,10,12,2,6,27,0x3195,200,1384,768,336,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,8,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Christmas 2008 Event
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1244,JAKK_XMAS,Christmas Jakk,Christmas Jakk,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x81,200,1180,480,648,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1245,GOBLINE_XMAS,Christmas Goblin,Christmas Goblin,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x81,100,1120,620,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1246,COOKIE_XMAS,Christmas Cookie,Christmas Cookie,28,2090,0,461,284,1,140,170,0,50,1,24,30,53,45,100,10,12,0,7,46,0x91,400,1248,1248,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1247,ANTONIO,Antonio,Antonio,10,10,0,3,2,1,13,20,100,0,1,1,1,50,100,100,10,12,1,3,66,0xC1,100,720,720,432,0,0,0,0,0,0,0,604,500,12354,500,14550,500,5136,500,12132,500,12225,500,5811,500,0,0,0,0,4243,1

// iRO Halloween 2009 Event
// Uncomment if event is enabled. Uncomment the skills for Halloween Whisper in mob_skill_db2.
//3014,HALLOWEEN_WHISPER,Halloween Whisper,Halloween Whisper,1,800,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,0,6,68,0x81,150,1960,960,504,0,0,0,0,0,0,0,12396,150,6299,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//3015,HALLOWEEN_DARK_LORD,Halloween Dark Lord,Halloween Dark Lord,1,45,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,2,6,89,0x81,100,868,768,480,0,0,0,0,0,0,0,12396,800,12397,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Halloween 2008 Event
// Uncomment if event is enabled.
//3000,ZOMBIE,Zombie,Zombie,15,534,0,50,33,1,67,79,0,10,1,8,7,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,0,0,0,0,0,0,0,0,4038,1
//3001,GHOUL,Ghoul,Ghoul,40,5418,0,1088,622,1,420,500,5,20,1,20,29,0,45,20,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,958,6000,756,110,509,700,511,800,2609,60,934,150,1260,1,0,0,0,0,4110,1
//3002,ZOMBIE_MASTER,Zombie Master,Zombie Master,62,14211,0,7610,2826,1,824,1084,37,26,25,20,30,5,77,35,10,12,1,1,29,0x3695,175,2612,912,288,0,0,0,0,0,0,0,7071,4413,938,1500,958,1500,723,200,727,100,1260,1,2324,2,0,0,0,0,4274,1


// Malaya Port
2309,BUNGISNGIS,Bungisngis,Bungisngis,121,25513,0,1940,1650,1,851,1002,115,35,71,32,61,30,74,19,10,12,2,7,42,0x3795,200,1568,432,360,0,0,0,0,0,0,0,7054,1000,6511,1000,985,10,12700,100,0,0,0,0,0,0,0,0,0,0,4582,1
2310,ENGKANTO,Engkanto,Engkanto,125,23948,1,1723,1547,1,675,799,101,41,68,57,49,57,81,27,10,12,1,7,40,0x3795,200,1424,576,360,0,0,0,0,0,0,0,7054,1000,6511,1000,528,1000,12700,100,0,0,0,0,0,0,0,0,0,0,4583,1
2311,MANANANGGAL,Manananggal,Manananggal,107,20451,1,1415,1410,1,801,904,64,31,75,85,45,71,75,46,10,12,1,6,47,0x3795,100,280,720,360,0,0,0,0,0,0,0,6508,2000,6510,1000,7006,1000,913,1000,6511,1000,6509,1000,12700,100,0,0,0,0,4584,1
2312,MANGKUKULAM,Mangkukulam,Mangkukulam,110,20151,1,1517,1351,1,582,778,89,75,35,71,31,82,64,52,10,12,1,6,40,0x3795,150,1664,336,480,0,0,0,0,0,0,0,7054,1000,6510,1000,7071,1000,6511,1000,6509,1000,12700,100,0,0,0,0,0,0,4585,1
2313,TIKBALANG,Tikbalang,Tikbalang,115,22131,1,1756,1351,1,781,896,84,34,71,52,84,44,64,46,10,12,2,2,64,0x3795,130,1064,936,360,0,0,0,0,0,0,0,6496,500,984,10,12700,100,0,0,0,0,0,0,0,0,0,0,0,0,4586,1
2314,TIYANAK,Tiyanak,Tiyanak,105,17146,1,1314,1101,1,457,708,76,21,41,58,41,51,72,47,10,12,0,6,47,0x3795,100,496,504,360,0,0,0,0,0,0,0,6508,1500,0,0,6509,1000,938,1000,0,0,0,0,0,0,0,0,0,0,4587,1
2315,WAKWAK,Wakwak,Wakwak,111,20012,1,1374,1254,1,561,862,24,71,54,75,64,65,77,31,10,12,0,6,47,0x3795,100,424,576,360,0,0,0,0,0,0,0,6508,1500,6509,1000,12700,200,0,0,0,0,0,0,0,0,0,0,0,0,4588,1
2316,JEJELING,Jejeling,Jejeling,100,10247,1,801,741,1,450,1165,100,26,51,71,84,54,15,104,10,12,2,3,42,0x81,400,1328,672,480,0,0,0,0,0,0,0,6498,2000,909,1000,6511,100,6510,100,6509,100,12700,100,0,0,0,0,0,0,4589,1
2317,BANGUNGOT_1,Bangungot,Bangungot,115,1519517,1,0,0,1,2561,4065,411,95,151,192,110,112,251,57,10,12,1,6,47,0x37B5,200,920,1080,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4590,1
2318,BANGUNGOT_2,Bangungot,Bangungot,99,1409758,1,0,0,1,2561,4065,411,95,151,192,110,112,251,57,10,12,1,6,47,0x60,2000,920,1080,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4590,1
2319,BUWAYA,Buwaya,Buwaya,151,4090365,1,3000012,2801564,1,3614,7115,201,78,151,201,130,231,310,66,10,12,2,9,81,0x37B5,100,1424,576,360,1500006,607,5500,617,2250,616,450,6518,2000,6525,50,6499,2000,2590,1000,2169,100,6499,10000,0,0,0,0,0,0,4592,1
2320,BAKONAWA_1,Bakonawa,Bakonawa,156,3351884,1,0,0,10,4801,7302,472,0,251,134,194,70,237,66,10,12,2,9,81,0x1A4,2000,440,672,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,BAKONAWA_2,Bakonawa,Bakonawa,156,3351884,1,0,0,10,4801,7302,472,0,251,134,194,70,237,66,10,12,2,9,81,0x1A4,2000,440,672,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,BAKONAWA_3,Bakonawa,Bakonawa,156,3351884,1,2510111,2345151,10,4801,7302,472,0,251,134,194,70,237,66,10,12,2,9,81,0x1A4,2000,440,672,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4591,1
2323,EVENT_BOMB,Bomb Poring,Bomb Poring,100,50000,1,0,0,1,120,320,160,99,1,28,28,0,33,50,10,12,0,0,20,0x308D,200,1672,672,480,0,0,0,0,0,0,0,664,1000,665,1000,666,1000,667,1000,0,0,0,0,0,0,0,0,0,0,0,0
2324,EVENT_RANGE,Penomena,Penomena,100,50000,1,0,0,7,481,522,160,99,76,38,35,35,107,10,10,12,1,5,25,0x3695,200,832,500,600,0,0,0,0,0,0,0,664,1000,665,1000,666,1000,667,1000,0,0,0,0,0,0,0,0,0,0,0,0
2325,M_BAPHOMET_,Baphomet,Baphomet,57,7510,204,0,0,1,810,955,70,40,52,60,36,17,57,25,10,12,0,6,27,0x37B5,100,868,480,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,M_GALAPAGO,Galapago,Galapago,45,7513,201,0,0,1,760,915,70,40,30,28,29,18,30,16,10,12,0,2,22,0x37B5,165,1430,1080,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,BANGUNGOT_3,Bangungot,Bangungot,115,250,1,781541,761201,1,2561,4065,411,95,151,192,110,112,251,57,10,12,1,6,47,0x30F5,2000,0,0,0,0,0,0,0,0,0,0,6517,4000,6524,100,6499,4000,2491,2000,2169,200,6499,10000,0,0,0,0,0,0,4590,1
2328,MA_DRUM,Drum,Drum,1,200,0,0,0,1,1,2,100,99,0,0,0,0,0,0,10,12,0,0,20,0x40,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,BUWAYA_EGG,Buwaya's Egg,Buwaya's Egg,100,10000,1,0,0,0,1,2,90,90,1,1,1,1,1,1,10,12,0,0,60,0x0,2000,1001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,BUWAYA_SLAVE,Buwaya's Slave,Slave,135,20145,1,0,0,1,2413,4454,105,71,151,120,110,102,143,61,10,12,0,3,22,0x3795,200,576,960,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,MA_SEAW,Seaweed,Seaweed,100,10,1,0,0,1,1,2,1,1,1,1,1,1,1,1,10,12,0,5,21,0x1C4,2000,384,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,BUWAYA_GHOST,Fake Buwaya,Buwaya,138,30000,1,0,0,1,1280,2532,481,78,201,248,174,112,371,57,10,12,0,3,81,0x37B5,100,1424,576,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,BUWAYA_WEAK,Buwaya's Weakness,Weakpoint,138,20,1,0,0,1,0,1,100,78,0,0,0,0,0,0,10,12,0,3,81,0x60,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,G_WAKWAK,Wakwak,Wakwak,145,194830,1,0,0,1,1544,4715,24,104,101,154,104,184,151,71,10,12,0,6,47,0x83,100,424,576,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,MA_TREASURE,Treasure Chest,Bakonawa's Treasure,140,5,0,0,0,1,0,0,100,0,0,0,0,0,1199,0,10,12,0,0,26,0x120,0,0,0,0,0,0,0,0,0,0,0,6516,2000,6523,50,6499,2000,15051,1000,2169,100,969,2000,6499,10000,0,0,0,0,0,0
2336,DOMOVOI,Domovoi,Domovoi,38,898,1,135,152,1,63,74,40,0,20,11,34,20,19,10,10,12,0,2,22,0x83,200,800,1200,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,HIDDEN_MOB,Hidden Mob,Monster,151,10000,200,0,0,7,0,1000,200,10,200,200,200,200,200,200,12,12,0,4,88,0x1C4,2000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,MD_MANANANGGAL,Bangungot Manananggal,Manananggal,107,204511,1,0,0,1,801,904,64,31,75,85,45,71,75,46,10,12,1,6,47,0x3795,100,280,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,MD_MANGKUKULAM,Bangungot Mangkukulam,Mangkukulam,110,102154,1,0,0,1,582,778,89,75,35,71,31,82,64,52,10,12,1,6,40,0x3795,150,1664,336,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,MD_TIYANAK,Tiyanak,Tiyanak,105,50211,1,0,0,1,457,708,76,21,41,58,41,51,72,47,10,12,0,6,47,0x3795,100,496,504,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,RWC_BOSS2011,RWC Boss,2011 RWC Boss,141,3205000,1,1300000,1100000,3,7343,11755,588,506,196,131,125,276,401,156,10,12,2,8,86,0x37B5,100,576,576,480,650000,12246,5000,12246,5000,12246,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Additional Mercenary Monsters
2342,MER_DIABOLIC,Diabolic,Diabolic,83,9815,234,0,0,2,1100,1300,60,60,85,90,71,43,85,105,10,12,0,6,47,0x37B5,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,HIDDEN_MOB_W,Hidden Mob,Hidden Mob,151,10000,200,0,0,7,0,1000,200,10,200,200,200,200,200,200,12,12,0,4,88,0x1C4,2000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,MER_WISH_MAIDEN,Wish Maiden,Wish Maiden,83,9815,234,0,0,2,1100,1300,60,60,85,90,71,43,85,105,10,12,0,6,47,0x83,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,MER_ZHERLTHSH,Zherlthsh,Zealotus,83,9815,234,0,0,2,1100,1300,60,60,85,90,71,43,85,105,10,12,0,6,47,0x37B5,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,MER_KTULLANUX,Ktullanux,Ktullanux,83,9815,234,0,0,2,1100,1300,60,60,85,90,71,43,85,105,10,12,0,6,47,0x37B5,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,MER_EDDGA,Eddga,Eddga,83,9815,234,0,0,2,1100,1300,60,60,85,90,71,43,85,105,10,12,0,6,47,0x37B5,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,MER_CIVIL_SERVANT,Civil Servant,Mao Guai,83,9815,234,0,0,2,1100,1300,60,60,85,90,71,43,85,105,10,12,0,6,47,0x37B5,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,MER_LOLI_RURI,Loli Ruri,Loli Ruri,83,9815,234,0,0,2,1100,1300,60,60,85,90,71,43,85,105,10,12,0,6,47,0x37B5,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,MER_SEDORA,Sedora,Sedora,83,9815,234,0,0,2,1100,1300,60,60,85,90,71,43,85,105,10,12,0,6,47,0x37B5,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,MER_CHEPET,Chepet,Chepet,83,9815,234,0,0,2,1100,1300,60,60,85,90,71,43,85,105,10,12,0,6,47,0x37B5,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2352,E_RSX_0805,RSX 0805,RSX 0805,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Nightmare Pyramids
2353,N_MINOROUS,Nightmare Minorous,Minorous (Nightmare),121,27141,1,2201,1910,1,853,1007,131,41,71,47,51,51,81,30,10,12,2,2,43,0x3795,200,1360,960,432,0,0,0,0,0,0,0,941,5000,756,200,1361,2,1005,10,6254,100,1301,200,568,300,0,0,0,0,4126,1
2354,N_MUMMY,Nightmare Mummy,Mummy (Nightmare),117,22557,1,2150,1621,1,761,953,110,21,61,5,21,1,72,0,10,12,1,1,49,0x3795,300,1772,72,384,0,0,0,0,0,0,0,930,9000,756,100,934,500,2604,2,2611,10,525,250,508,1000,0,0,0,0,4106,1
2355,N_VERIT,Nightmare Verit,Verit (Nightmare),115,21034,1,2074,1571,1,623,765,82,20,57,7,31,15,7,7,10,12,1,1,29,0x3795,250,2468,768,480,0,0,0,0,0,0,0,929,9000,912,700,930,1100,509,600,2609,2,2612,200,639,20,0,0,0,0,4107,1
2356,N_MIMIC,Nightmare Mimic,Mimic (Nightmare),137,63101,1,3201,2704,1,1345,1758,210,40,71,180,35,21,61,0,10,12,1,0,60,0x3795,100,972,500,288,0,0,0,0,0,0,0,617,6,603,50,1065,1200,7938,1000,2626,2,757,270,0,0,0,0,0,0,4205,1
2357,G_N_MIMIC,Nightmare Mimic,Mimic (Nightmare),137,63101,1,0,0,1,1345,1758,210,40,71,180,35,21,61,0,10,12,1,0,60,0x3795,100,972,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,N_ARCLOUSE,Nightmare Arclouse,Arclouze (Nightmare),134,48013,1,2506,2303,1,1104,1445,101,45,65,85,51,45,251,31,10,12,1,4,42,0x3795,100,960,500,480,0,0,0,0,0,0,0,1096,3500,938,3000,943,800,912,500,716,300,997,20,912,2500,0,0,0,0,4240,1
2359,G_N_ARCLOUSE,Nightmare Arclouse,Arclouze (Nightmare),134,48013,1,0,0,1,1104,1445,101,45,65,85,51,45,251,31,10,12,1,4,42,0x3795,100,960,500,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,N_ANCIENT_MUMMY,Nightmare Ancient Mummy,Ancient Mummy (Nightmare),141,90157,1,4712,4001,1,1841,2188,142,51,126,75,61,85,187,24,10,12,1,1,49,0x3795,175,1772,120,384,0,0,0,0,0,0,0,930,4500,934,1800,2624,2,2611,150,12735,10,756,150,757,100,0,0,0,0,4248,1
2361,G_N_ANCIENT_MUMMY,Nightmare Ancient Mummy,Ancient Mummy (Nightmare),141,90157,1,0,0,1,1841,2188,142,51,126,75,61,85,187,24,10,12,1,1,49,0x3795,175,1772,120,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,N_AMON_RA,Nightmare Amon Ra,Amon Ra (Nightmare),145,2515784,1,1626487,1302087,3,4106,7307,367,301,86,89,120,131,101,92,14,12,2,7,62,0x1A4,170,854,2016,480,813243,607,5500,608,3500,732,5500,5053,150,2615,50,7211,7000,985,3800,616,400,1552,10,607,3000,0,0,0,0,4236,1

// Eclage (14.2)
2363,MENBLATT,Menblatt,Menblatt,143,82200,1,4150,3421,3,816,1017,79,50,70,68,40,55,108,30,10,12,1,4,44,0x3795,145,472,1056,480,0,0,0,0,0,0,0,6557,4000,7168,2000,7163,4608,0,0,0,0,0,0,0,0,0,0,0,0,4593,1
2364,PETAL,Petal,Petal,141,81031,1,4058,3361,1,671,844,73,33,70,82,55,45,108,25,10,12,1,2,24,0x3795,200,1500,768,480,0,0,0,0,0,0,0,6558,4000,12346,2000,1026,2000,6089,500,0,0,0,0,0,0,0,0,0,0,4594,1
2365,CENERE,Cenere,Cenere,146,130131,1,7117,5712,1,1802,2833,87,81,67,39,30,35,95,45,10,12,0,3,24,0x3795,300,1500,720,360,0,0,0,0,0,0,0,6561,4000,7322,1000,7001,3000,7320,2000,0,0,0,0,0,0,0,0,0,0,4595,1
2366,ANTIQUE_BOOK,Antique Book,Antique Book,148,134615,1,7225,5870,1,1861,3074,74,42,67,53,32,44,125,5,10,12,0,0,60,0x3795,150,864,960,480,0,0,0,0,0,0,0,6560,4000,7015,2000,1097,2000,0,0,0,0,0,0,0,0,0,0,0,0,4596,1
2367,LICHTERN_B,Blue Lichtern,Lichtern,149,131211,1,7187,5701,1,1513,2923,76,41,124,74,60,55,92,50,10,12,0,0,81,0x3795,150,480,1728,480,0,0,0,0,0,0,0,1000,2000,1001,2000,995,40,12812,10,0,0,0,0,0,0,0,0,0,0,4597,1
2368,LICHTERN_Y,Yellow Lichtern,Lichtern,147,131513,1,7071,5810,1,1416,2977,84,51,141,94,75,91,144,50,10,12,0,0,88,0x3795,150,0,3456,480,0,0,0,0,0,0,0,1000,2000,1001,2000,997,40,12815,10,0,0,0,0,0,0,0,0,0,0,4598,1
2369,LICHTERN_R,Red Lichtern,Lichtern,149,135718,1,7201,6013,1,1647,3096,111,53,147,77,66,65,133,50,10,12,0,0,83,0x3795,150,0,4032,480,0,0,0,0,0,0,0,1000,2000,1001,2000,994,40,12813,10,0,0,0,0,0,0,0,0,0,0,4599,1
2370,LICHTERN_G,Green Lichtern,Lichtern,151,133451,1,7214,5710,1,1547,3141,120,57,121,60,58,62,102,50,10,12,0,0,82,0x3795,100,0,2304,480,0,0,0,0,0,0,0,1000,2000,1001,2000,996,40,12814,10,0,0,0,0,0,0,0,0,0,0,4600,1
2371,FAITHFUL_MANAGER,Faithful Manager,Faithful Manager,155,151548,1,8676,6501,3,2091,3698,204,141,80,28,40,25,88,45,10,12,2,0,80,0x3795,200,480,1536,480,0,0,0,0,0,0,0,6559,4000,12353,2000,970,50,971,50,0,0,0,0,0,0,0,0,0,0,4607,1

// Additional Monsters
2372,SOIL,Soil,Soil,1,15,0,0,0,1,1,2,100,99,0,0,0,0,0,0,7,12,0,3,22,0x40,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
